739, 176, 186, 111, 0.021461, -1
764, 179, 148, 100, 0.004527, -1
798, 181, 138, 97, 0.003095, -1
702, 185, 199, 117, 0.002494, -1
772, 176, 168, 109, 0.001903, -1
732, 190, 148, 100, 0.001267, -1
801, 191, 138, 102, 0.001219, -1
378, 537, 131, 91, 0.000820, -1
391, 517, 97, 87, 0.000789, -1
346, 513, 179, 115, 0.000745, -1
115, 589, 150, 88, 0.000679, -1
378, 528, 121, 86, 0.000634, -1
192, 198, 250, 451, 0.000569, -1
560, 5, 383, 329, 0.000546, -1
328, 1, 368, 302, 0.000544, -1
107, 152, 343, 491, 0.000510, -1
556, 10, 323, 404, 0.000485, -1
541, 1, 249, 394, 0.000483, -1
733, 195, 104, 106, 0.000462, -1
276, 2, 472, 340, 0.000457, -1
526, 62, 292, 499, 0.000444, -1
500, 14, 345, 461, 0.000440, -1
485, 0, 392, 310, 0.000439, -1
143, 169, 222, 480, 0.000413, -1
415, 385, 236, 278, 0.000389, -1
603, 2, 229, 381, 0.000385, -1
294, 15, 429, 466, 0.000364, -1
374, 0, 265, 337, 0.000350, -1
422, 15, 330, 491, 0.000347, -1
571, 17, 229, 506, 0.000342, -1
457, 13, 242, 462, 0.000340, -1
304, 0, 236, 236, 0.000334, -1
542, 10, 325, 613, 0.000333, -1
444, 2, 306, 373, 0.000324, -1
344, 5, 322, 398, 0.000298, -1
719, 196, 101, 110, 0.000294, -1
618, 21, 313, 395, 0.000290, -1
473, 29, 310, 599, 0.000287, -1
563, 0, 231, 263, 0.000278, -1
664, 95, 256, 533, 0.000261, -1
244, 10, 398, 420, 0.000259, -1
642, 7, 240, 394, 0.000259, -1
175, 194, 339, 454, 0.000257, -1
597, 70, 288, 512, 0.000255, -1
262, 0, 310, 211, 0.000254, -1
566, 25, 340, 505, 0.000243, -1
131, 265, 283, 371, 0.000241, -1
368, 7, 410, 383, 0.000236, -1
368, 0, 245, 263, 0.000231, -1
262, 0, 375, 318, 0.000231, -1
502, 20, 231, 514, 0.000226, -1
406, 269, 430, 374, 0.000223, -1
428, 0, 245, 386, 0.000201, -1
447, 193, 331, 450, 0.000200, -1
604, 115, 341, 508, 0.000194, -1
520, 85, 221, 542, 0.000189, -1
228, 377, 222, 271, 0.000187, -1
308, 2, 268, 372, 0.000184, -1
397, 0, 395, 303, 0.000184, -1
43, 98, 332, 539, 0.000171, -1
141, 1, 423, 348, 0.000156, -1
631, 6, 339, 299, 0.000154, -1
52, 380, 231, 271, 0.000152, -1
728, 143, 288, 480, 0.000151, -1
219, 0, 326, 390, 0.000147, -1
337, 0, 314, 226, 0.000147, -1
348, 29, 314, 514, 0.000146, -1
650, 53, 282, 517, 0.000140, -1
382, 4, 230, 471, 0.000136, -1
0, 211, 351, 431, 0.000135, -1
128, 357, 337, 292, 0.000135, -1
204, 0, 435, 206, 0.000134, -1
750, 127, 212, 499, 0.000133, -1
79, 167, 253, 481, 0.000133, -1
328, 224, 243, 425, 0.000131, -1
